year,stage,venue,date_time,summary,team1,score1,team2,score2
2023,,"MATCH 4
Rajiv Gandhi International Stadium, Hyderabad
APR, SUN 2 , 3:30 pm IST",,RAJASTHAN ROYALS WON BY 72 RUNS,Sunrisers Hyderabad,131/8,Rajasthan Royals,203/5
2023,,"MATCH 3
Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow
APR, SAT 1 , 7:30 pm IST",,LUCKNOW SUPER GIANTS WON BY 50 RUNS,Lucknow Super Giants,193/6,Delhi Capitals,143/9
2023,,"MATCH 2
Punjab Cricket Association IS Bindra Stadium, Mohali
APR, SAT 1 , 3:30 pm IST",,PUNJAB KINGS WON BY 7 RUNS (D/L METHOD),Punjab Kings,191/5,Kolkata Knight Riders,146/7
2023,,"MATCH 1
Narendra Modi Stadium, Ahmedabad
MAR, FRI 31 , 7:30 pm IST",,GUJARAT TITANS WON BY 5 WICKETS,Gujarat Titans,182/5,Chennai Super Kings,178/7
2024,,"FINAL
MA Chidambaram Stadium, Chennai
MAY, SUN 26 , 7:30 pm IST",,KOLKATA KNIGHT RIDERS WON BY 8 WICKETS (WINNERS),Kolkata Knight Riders,114/2,Sunrisers Hyderabad,113
2024,,"QUALIFIER 2
MA Chidambaram Stadium, Chennai
MAY, FRI 24 , 7:30 pm IST",,SUNRISERS HYDERABAD WON BY 36 RUNS (QUALIFIED),Sunrisers Hyderabad,175/9,Rajasthan Royals,139/7
2024,,"ELIMINATOR
Narendra Modi Stadium, Ahmedabad
MAY, WED 22 , 7:30 pm IST",,RAJASTHAN ROYALS WON BY 4 WICKETS (QUALIFIED),Rajasthan Royals,174/6,Royal Challengers Bengaluru,172/8
2024,,"QUALIFIER 1
Narendra Modi Stadium, Ahmedabad
MAY, TUE 21 , 7:30 pm IST",,KOLKATA KNIGHT RIDERS WON BY 8 WICKETS (QUALIFIED),Kolkata Knight Riders,164/2,Sunrisers Hyderabad,159
2024,,"MATCH 70
ACA Stadium, Guwahati
MAY, SUN 19 , 7:30 pm IST",,MATCH ABANDONED,Rajasthan Royals,,Kolkata Knight Riders,
2024,,"MATCH 69
Rajiv Gandhi International Stadium, Hyderabad
MAY, SUN 19 , 3:30 pm IST",,SUNRISERS HYDERABAD WON BY 4 WICKETS,Sunrisers Hyderabad,215/6,Punjab Kings,214/5
2024,,"MATCH 68
M Chinnaswamy Stadium, Bengaluru
MAY, SAT 18 , 7:30 pm IST",,ROYAL CHALLENGERS BENGALURU WON BY 27 RUNS,Royal Challengers Bengaluru,218/5,Chennai Super Kings,191/7
2024,,"MATCH 67
Wankhede Stadium, Mumbai
MAY, FRI 17 , 7:30 pm IST",,LUCKNOW SUPER GIANTS WON BY 18 RUNS,Mumbai Indians,196/6,Lucknow Super Giants,214/6
2024,,"MATCH 66
Rajiv Gandhi International Stadium, Hyderabad
MAY, THU 16 , 7:30 pm IST",,MATCH ABANDONED,Sunrisers Hyderabad,,Gujarat Titans,
2024,,"MATCH 65
ACA Stadium, Guwahati
MAY, WED 15 , 7:30 pm IST",,PUNJAB KINGS WON BY 5 WICKETS,Rajasthan Royals,144/9,Punjab Kings,145/5
2024,,"MATCH 64
Arun Jaitley Stadium, Delhi
MAY, TUE 14 , 7:30 pm IST",,DELHI CAPITALS WON BY 19 RUNS,Delhi Capitals,208/4,Lucknow Super Giants,189/9
2024,,"MATCH 63
Narendra Modi Stadium, Ahmedabad
MAY, MON 13 , 7:30 pm IST",,MATCH ABANDONED,Gujarat Titans,,Kolkata Knight Riders,
2024,,"MATCH 62
M Chinnaswamy Stadium, Bengaluru
MAY, SUN 12 , 7:30 pm IST",,ROYAL CHALLENGERS BENGALURU WON BY 47 RUNS,Royal Challengers Bengaluru,187/9,Delhi Capitals,140
2024,,"MATCH 61
MA Chidambaram Stadium, Chennai
MAY, SUN 12 , 3:30 pm IST",,CHENNAI SUPER KINGS WON BY 5 WICKETS,Chennai Super Kings,145/5,Rajasthan Royals,141/5
2024,,"MATCH 60
Eden Gardens, Kolkata
MAY, SAT 11 , 7:30 pm IST",,KOLKATA KNIGHT RIDERS WON BY 18 RUNS,Kolkata Knight Riders,157/7,Mumbai Indians,139/8
2024,,"MATCH 59
Narendra Modi Stadium, Ahmedabad
MAY, FRI 10 , 7:30 pm IST",,GUJARAT TITANS WON BY 35 RUNS,Gujarat Titans,231/3,Chennai Super Kings,196/8
2024,,"MATCH 58
Himachal Pradesh Cricket Association Stadium, Dharamshala
MAY, THU 9 , 7:30 pm IST",,ROYAL CHALLENGERS BENGALURU WON BY 60 RUNS,Punjab Kings,181,Royal Challengers Bengaluru,241/7
2024,,"MATCH 57
Rajiv Gandhi International Stadium, Hyderabad
MAY, WED 8 , 7:30 pm IST",,SUNRISERS HYDERABAD WON BY 10 WICKETS,Sunrisers Hyderabad,167/0,Lucknow Super Giants,165/4
2024,,"MATCH 56
Arun Jaitley Stadium, Delhi
MAY, TUE 7 , 7:30 pm IST",,DELHI CAPITALS WON BY 20 RUNS,Delhi Capitals,221/8,Rajasthan Royals,201/8
2024,,"MATCH 55
Wankhede Stadium, Mumbai
MAY, MON 6 , 7:30 pm IST",,MUMBAI INDIANS WON BY 7 WICKETS,Mumbai Indians,174/3,Sunrisers Hyderabad,173/8
2024,,"MATCH 54
Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow
MAY, SUN 5 , 7:30 pm IST",,KOLKATA KNIGHT RIDERS WON BY 98 RUNS,Lucknow Super Giants,137,Kolkata Knight Riders,235/6
2024,,"MATCH 53
Himachal Pradesh Cricket Association Stadium, Dharamshala
MAY, SUN 5 , 3:30 pm IST",,CHENNAI SUPER KINGS WON BY 28 RUNS,Punjab Kings,139/9,Chennai Super Kings,167/9
2024,,"MATCH 52
M Chinnaswamy Stadium, Bengaluru
MAY, SAT 4 , 7:30 pm IST",,ROYAL CHALLENGERS BENGALURU WON BY 4 WICKETS,Royal Challengers Bengaluru,152/6,Gujarat Titans,147
2024,,"MATCH 51
Wankhede Stadium, Mumbai
MAY, FRI 3 , 7:30 pm IST",,KOLKATA KNIGHT RIDERS WON BY 24 RUNS,Mumbai Indians,145,Kolkata Knight Riders,169
2024,,"MATCH 50
Rajiv Gandhi International Stadium, Hyderabad
MAY, THU 2 , 7:30 pm IST",,SUNRISERS HYDERABAD WON BY 1 RUN,Sunrisers Hyderabad,201/3,Rajasthan Royals,200/7
2024,,"MATCH 49
MA Chidambaram Stadium, Chennai
MAY, WED 1 , 7:30 pm IST",,PUNJAB KINGS WON BY 7 WICKETS,Chennai Super Kings,162/7,Punjab Kings,163/3
2024,,"MATCH 48
Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow
APR, TUE 30 , 7:30 pm IST",,LUCKNOW SUPER GIANTS WON BY 4 WICKETS,Lucknow Super Giants,145/6,Mumbai Indians,144/7
2024,,"MATCH 47
Eden Gardens, Kolkata
APR, MON 29 , 7:30 pm IST",,KOLKATA KNIGHT RIDERS WON BY 7 WICKETS,Kolkata Knight Riders,157/3,Delhi Capitals,153/9
2024,,"MATCH 46
MA Chidambaram Stadium, Chennai
APR, SUN 28 , 7:30 pm IST",,CHENNAI SUPER KINGS WON BY 78 RUNS,Chennai Super Kings,212/3,Sunrisers Hyderabad,134
2024,,"MATCH 45
Narendra Modi Stadium, Ahmedabad
APR, SUN 28 , 3:30 pm IST",,ROYAL CHALLENGERS BENGALURU WON BY 9 WICKETS,Gujarat Titans,200/3,Royal Challengers Bengaluru,206/1
2024,,"MATCH 44
Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow
APR, SAT 27 , 7:30 pm IST",,RAJASTHAN ROYALS WON BY 7 WICKETS,Lucknow Super Giants,196/5,Rajasthan Royals,199/3
2024,,"MATCH 43
Arun Jaitley Stadium, Delhi
APR, SAT 27 , 3:30 pm IST",,DELHI CAPITALS WON BY 10 RUNS,Delhi Capitals,257/4,Mumbai Indians,247/9
2024,,"MATCH 42
Eden Gardens, Kolkata
APR, FRI 26 , 7:30 pm IST",,PUNJAB KINGS WON BY 8 WICKETS,Kolkata Knight Riders,261/6,Punjab Kings,262/2
2024,,"MATCH 41
Rajiv Gandhi International Stadium, Hyderabad
APR, THU 25 , 7:30 pm IST",,ROYAL CHALLENGERS BENGALURU WON BY 35 RUNS,Sunrisers Hyderabad,171/8,Royal Challengers Bengaluru,206/7
2024,,"MATCH 40
Arun Jaitley Stadium, Delhi
APR, WED 24 , 7:30 pm IST",,DELHI CAPITALS WON BY 4 RUNS,Delhi Capitals,224/4,Gujarat Titans,220/8
2024,,"MATCH 39
MA Chidambaram Stadium, Chennai
APR, TUE 23 , 7:30 pm IST",,LUCKNOW SUPER GIANTS WON BY 6 WICKETS,Chennai Super Kings,210/4,Lucknow Super Giants,213/4
2024,,"MATCH 38
Sawai Mansingh Stadium, Jaipur
APR, MON 22 , 7:30 pm IST",,RAJASTHAN ROYALS WON BY 9 WICKETS,Rajasthan Royals,183/1,Mumbai Indians,179/9
2024,,"MATCH 37
New PCA Stadium, Mullanpur
APR, SUN 21 , 7:30 pm IST",,GUJARAT TITANS WON BY 3 WICKETS,Punjab Kings,142,Gujarat Titans,146/7
2024,,"MATCH 36
Eden Gardens, Kolkata
APR, SUN 21 , 3:30 pm IST",,KOLKATA KNIGHT RIDERS WON BY 1 RUN,Kolkata Knight Riders,222/6,Royal Challengers Bengaluru,221
2024,,"MATCH 35
Arun Jaitley Stadium, Delhi
APR, SAT 20 , 7:30 pm IST",,SUNRISERS HYDERABAD WON BY 67 RUNS,Delhi Capitals,199,Sunrisers Hyderabad,266/7
2024,,"MATCH 34
Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow
APR, FRI 19 , 7:30 pm IST",,LUCKNOW SUPER GIANTS WON BY 8 WICKETS,Lucknow Super Giants,180/2,Chennai Super Kings,176/6
2024,,"MATCH 33
New PCA Stadium, Mullanpur
APR, THU 18 , 7:30 pm IST",,MUMBAI INDIANS WON BY 9 RUNS,Punjab Kings,183,Mumbai Indians,192/7
2024,,"MATCH 32
Narendra Modi Stadium, Ahmedabad
APR, WED 17 , 7:30 pm IST",,DELHI CAPITALS WON BY 6 WICKETS,Gujarat Titans,89,Delhi Capitals,92/4
2024,,"MATCH 31
Eden Gardens, Kolkata
APR, TUE 16 , 7:30 pm IST",,RAJASTHAN ROYALS WON BY 2 WICKETS,Kolkata Knight Riders,223/6,Rajasthan Royals,224/8
2024,,"MATCH 30
M Chinnaswamy Stadium, Bengaluru
APR, MON 15 , 7:30 pm IST",,SUNRISERS HYDERABAD WON BY 25 RUNS,Royal Challengers Bengaluru,262/7,Sunrisers Hyderabad,287/3
2024,,"MATCH 29
Wankhede Stadium, Mumbai
APR, SUN 14 , 7:30 pm IST",,CHENNAI SUPER KINGS WON BY 20 RUNS,Mumbai Indians,186/6,Chennai Super Kings,206/4
2024,,"MATCH 28
Eden Gardens, Kolkata
APR, SUN 14 , 3:30 pm IST",,KOLKATA KNIGHT RIDERS WON BY 8 WICKETS,Kolkata Knight Riders,162/2,Lucknow Super Giants,161/7
2024,,"MATCH 27
New PCA Stadium, Mullanpur
APR, SAT 13 , 7:30 pm IST",,RAJASTHAN ROYALS WON BY 3 WICKETS,Punjab Kings,147/8,Rajasthan Royals,152/7
2024,,"MATCH 26
Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow
APR, FRI 12 , 7:30 pm IST",,DELHI CAPITALS WON BY 6 WICKETS,Lucknow Super Giants,167/7,Delhi Capitals,170/4
2024,,"MATCH 25
Wankhede Stadium, Mumbai
APR, THU 11 , 7:30 pm IST",,MUMBAI INDIANS WON BY 7 WICKETS,Mumbai Indians,199/3,Royal Challengers Bengaluru,196/8
2024,,"MATCH 24
Sawai Mansingh Stadium, Jaipur
APR, WED 10 , 7:30 pm IST",,GUJARAT TITANS WON BY 3 WICKETS,Rajasthan Royals,196/3,Gujarat Titans,199/7
2024,,"MATCH 23
New PCA Stadium, Mullanpur
APR, TUE 9 , 7:30 pm IST",,SUNRISERS HYDERABAD WON BY 2 RUNS,Punjab Kings,180/6,Sunrisers Hyderabad,182/9
2024,,"MATCH 22
MA Chidambaram Stadium, Chennai
APR, MON 8 , 7:30 pm IST",,CHENNAI SUPER KINGS WON BY 7 WICKETS,Chennai Super Kings,141/3,Kolkata Knight Riders,137/9
2024,,"MATCH 21
Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow
APR, SUN 7 , 7:30 pm IST",,LUCKNOW SUPER GIANTS WON BY 33 RUNS,Lucknow Super Giants,163/5,Gujarat Titans,130
2024,,"MATCH 20
Wankhede Stadium, Mumbai
APR, SUN 7 , 3:30 pm IST",,MUMBAI INDIANS WON BY 29 RUNS,Mumbai Indians,234/5,Delhi Capitals,205/8
2024,,"MATCH 19
Sawai Mansingh Stadium, Jaipur
APR, SAT 6 , 7:30 pm IST",,RAJASTHAN ROYALS WON BY 6 WICKETS,Rajasthan Royals,189/4,Royal Challengers Bengaluru,183/3
2024,,"MATCH 18
Rajiv Gandhi International Stadium, Hyderabad
APR, FRI 5 , 7:30 pm IST",,SUNRISERS HYDERABAD WON BY 6 WICKETS,Sunrisers Hyderabad,166/4,Chennai Super Kings,165/5
2024,,"MATCH 17
Narendra Modi Stadium, Ahmedabad
APR, THU 4 , 7:30 pm IST",,PUNJAB KINGS WON BY 3 WICKETS,Gujarat Titans,199/4,Punjab Kings,200/7
2024,,"MATCH 16
Dr YS Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam
APR, WED 3 , 7:30 pm IST",,KOLKATA KNIGHT RIDERS WON BY 106 RUNS,Delhi Capitals,166,Kolkata Knight Riders,272/7
2024,,"MATCH 15
M Chinnaswamy Stadium, Bengaluru
APR, TUE 2 , 7:30 pm IST",,LUCKNOW SUPER GIANTS WON BY 28 RUNS,Royal Challengers Bengaluru,153,Lucknow Super Giants,181/5
2024,,"MATCH 14
Wankhede Stadium, Mumbai
APR, MON 1 , 7:30 pm IST",,RAJASTHAN ROYALS WON BY 6 WICKETS,Mumbai Indians,125/9,Rajasthan Royals,127/4
2024,,"MATCH 13
Dr YS Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam
MAR, SUN 31 , 7:30 pm IST",,DELHI CAPITALS WON BY 20 RUNS,Delhi Capitals,191/5,Chennai Super Kings,171/6
2024,,"MATCH 12
Narendra Modi Stadium, Ahmedabad
MAR, SUN 31 , 3:30 pm IST",,GUJARAT TITANS WON BY 7 WICKETS,Gujarat Titans,168/3,Sunrisers Hyderabad,162/8
2024,,"MATCH 11
Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow
MAR, SAT 30 , 7:30 pm IST",,LUCKNOW SUPER GIANTS WON BY 21 RUNS,Lucknow Super Giants,199/8,Punjab Kings,178/5
2024,,"MATCH 10
M Chinnaswamy Stadium, Bengaluru
MAR, FRI 29 , 7:30 pm IST",,KOLKATA KNIGHT RIDERS WON BY 7 WICKETS,Royal Challengers Bengaluru,182/6,Kolkata Knight Riders,186/3
2024,,"MATCH 9
Sawai Mansingh Stadium, Jaipur
MAR, THU 28 , 7:30 pm IST",,RAJASTHAN ROYALS WON BY 12 RUNS,Rajasthan Royals,185/5,Delhi Capitals,173/5
2024,,"MATCH 8
Rajiv Gandhi International Stadium, Hyderabad
MAR, WED 27 , 7:30 pm IST",,SUNRISERS HYDERABAD WON BY 31 RUNS,Sunrisers Hyderabad,277/3,Mumbai Indians,246/5
2024,,"MATCH 7
MA Chidambaram Stadium, Chennai
MAR, TUE 26 , 7:30 pm IST",,CHENNAI SUPER KINGS WON BY 63 RUNS,Chennai Super Kings,206/6,Gujarat Titans,143/8
2024,,"MATCH 6
M Chinnaswamy Stadium, Bengaluru
MAR, MON 25 , 7:30 pm IST",,ROYAL CHALLENGERS BENGALURU WON BY 4 WICKETS,Royal Challengers Bengaluru,178/6,Punjab Kings,176/6
2024,,"MATCH 5
Narendra Modi Stadium, Ahmedabad
MAR, SUN 24 , 7:30 pm IST",,GUJARAT TITANS WON BY 6 RUNS,Gujarat Titans,168/6,Mumbai Indians,162/9
2024,,"MATCH 4
Sawai Mansingh Stadium, Jaipur
MAR, SUN 24 , 3:30 pm IST",,RAJASTHAN ROYALS WON BY 20 RUNS,Rajasthan Royals,193/4,Lucknow Super Giants,173/6
2024,,"MATCH 3
Eden Gardens, Kolkata
MAR, SAT 23 , 7:30 pm IST",,KOLKATA KNIGHT RIDERS WON BY 4 RUNS,Kolkata Knight Riders,208/7,Sunrisers Hyderabad,204/7
2024,,"MATCH 2
New PCA Stadium, Mullanpur
MAR, SAT 23 , 3:30 pm IST",,PUNJAB KINGS WON BY 4 WICKETS,Punjab Kings,177/6,Delhi Capitals,174/9
2024,,"MATCH 1
MA Chidambaram Stadium, Chennai
MAR, FRI 22 , 8:00 pm IST",,CHENNAI SUPER KINGS WON BY 6 WICKETS,Chennai Super Kings,176/4,Royal Challengers Bengaluru,173/6
2025,,"FINAL
Narendra Modi Stadium, Ahmedabad
JUN, TUE 3 , 7:30 pm IST",,ROYAL CHALLENGERS BENGALURU WON BY 6 RUNS (WINNERS),Royal Challengers Bengaluru,190/9,Punjab Kings,184/7
2025,,"QUALIFIER 2
Narendra Modi Stadium, Ahmedabad
JUN, SUN 1 , 7:30 pm IST",,PUNJAB KINGS WON BY 5 WICKETS (QUALIFIED),Punjab Kings,207/5,Mumbai Indians,203/6
2025,,"ELIMINATOR
New PCA Stadium, Chandigarh
MAY, FRI 30 , 7:30 pm IST",,MUMBAI INDIANS WON BY 20 RUNS (QUALIFIED),Gujarat Titans,208/6,Mumbai Indians,228/5
2025,,"QUALIFIER 1
New PCA Stadium, Chandigarh
MAY, THU 29 , 7:30 pm IST",,ROYAL CHALLENGERS BENGALURU WON BY 8 WICKETS (QUALIFIED),Punjab Kings,101,Royal Challengers Bengaluru,106/2
2025,,"MATCH 70
Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow
MAY, TUE 27 , 7:30 pm IST",,ROYAL CHALLENGERS BENGALURU WON BY 6 WICKETS,Lucknow Super Giants,227/3,Royal Challengers Bengaluru,230/4
2025,,"MATCH 69
Sawai Mansingh Stadium, Jaipur
MAY, MON 26 , 7:30 pm IST",,PUNJAB KINGS WON BY 7 WICKETS,Punjab Kings,187/3,Mumbai Indians,184/7
2025,,"MATCH 68
Arun Jaitley Stadium, Delhi
MAY, SUN 25 , 7:30 pm IST",,SUNRISERS HYDERABAD WON BY 110 RUNS,Sunrisers Hyderabad,278/3,Kolkata Knight Riders,168
2025,,"MATCH 67
Narendra Modi Stadium, Ahmedabad
MAY, SUN 25 , 3:30 pm IST",,CHENNAI SUPER KINGS WON BY 83 RUNS,Gujarat Titans,147,Chennai Super Kings,230/5
2025,,"MATCH 66
Sawai Mansingh Stadium, Jaipur
MAY, SAT 24 , 7:30 pm IST",,DELHI CAPITALS WON BY 6 WICKETS,Punjab Kings,206/8,Delhi Capitals,208/4
2025,,"MATCH 65
Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow
MAY, FRI 23 , 7:30 pm IST",,SUNRISERS HYDERABAD WON BY 42 RUNS,Royal Challengers Bengaluru,189,Sunrisers Hyderabad,231/6
2025,,"MATCH 64
Narendra Modi Stadium, Ahmedabad
MAY, THU 22 , 7:30 pm IST",,LUCKNOW SUPER GIANTS WON BY 33 RUNS,Gujarat Titans,202/9,Lucknow Super Giants,235/2
2025,,"MATCH 63
Wankhede Stadium, Mumbai
MAY, WED 21 , 7:30 pm IST",,MUMBAI INDIANS WON BY 59 RUNS,Mumbai Indians,180/5,Delhi Capitals,121
2025,,"MATCH 62
Arun Jaitley Stadium, Delhi
MAY, TUE 20 , 7:30 pm IST",,RAJASTHAN ROYALS WON BY 6 WICKETS,Chennai Super Kings,187/8,Rajasthan Royals,188/4
2025,,"MATCH 61
Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow
MAY, MON 19 , 7:30 pm IST",,SUNRISERS HYDERABAD WON BY 6 WICKETS,Lucknow Super Giants,205/7,Sunrisers Hyderabad,206/4
2025,,"MATCH 60
Arun Jaitley Stadium, Delhi
MAY, SUN 18 , 7:30 pm IST",,GUJARAT TITANS WON BY 10 WICKETS,Delhi Capitals,199/3,Gujarat Titans,205/0
2025,,"MATCH 59
Sawai Mansingh Stadium, Jaipur
MAY, SUN 18 , 3:30 pm IST",,PUNJAB KINGS WON BY 10 RUNS,Rajasthan Royals,209/7,Punjab Kings,219/5
2025,,"MATCH 58
M Chinnaswamy Stadium, Bengaluru
MAY, SAT 17 , 7:30 pm IST",,MATCH ABANDONED,Royal Challengers Bengaluru,,Kolkata Knight Riders,
2025,,"MATCH 57
Eden Gardens, Kolkata
MAY, WED 7 , 7:30 pm IST",,CHENNAI SUPER KINGS WON BY 2 WICKETS,Kolkata Knight Riders,179/6,Chennai Super Kings,183/8
2025,,"MATCH 56
Wankhede Stadium, Mumbai
MAY, TUE 6 , 7:30 pm IST",,GUJARAT TITANS WON BY 3 WICKETS (D/L METHOD),Mumbai Indians,155/8,Gujarat Titans,147/7
2025,,"MATCH 55
Rajiv Gandhi International Stadium, Hyderabad
MAY, MON 5 , 7:30 pm IST",,NO RESULT,Sunrisers Hyderabad,,Delhi Capitals,133/7
2025,,"MATCH 54
Himachal Pradesh Cricket Association Stadium, Dharamshala
MAY, SUN 4 , 7:30 pm IST",,PUNJAB KINGS WON BY 37 RUNS,Punjab Kings,236/5,Lucknow Super Giants,199/7
2025,,"MATCH 53
Eden Gardens, Kolkata
MAY, SUN 4 , 3:30 pm IST",,KOLKATA KNIGHT RIDERS WON BY 1 RUN,Kolkata Knight Riders,206/4,Rajasthan Royals,205/8
2025,,"MATCH 52
M Chinnaswamy Stadium, Bengaluru
MAY, SAT 3 , 7:30 pm IST",,ROYAL CHALLENGERS BENGALURU WON BY 2 RUNS,Royal Challengers Bengaluru,213/5,Chennai Super Kings,211/5
2025,,"MATCH 51
Narendra Modi Stadium, Ahmedabad
MAY, FRI 2 , 7:30 pm IST",,GUJARAT TITANS WON BY 38 RUNS,Gujarat Titans,224/6,Sunrisers Hyderabad,186/6
2025,,"MATCH 50
Sawai Mansingh Stadium, Jaipur
MAY, THU 1 , 7:30 pm IST",,MUMBAI INDIANS WON BY 100 RUNS,Rajasthan Royals,117,Mumbai Indians,217/2
2025,,"MATCH 49
MA Chidambaram Stadium, Chennai
APR, WED 30 , 7:30 pm IST",,PUNJAB KINGS WON BY 4 WICKETS,Chennai Super Kings,190,Punjab Kings,194/6
2025,,"MATCH 48
Arun Jaitley Stadium, Delhi
APR, TUE 29 , 7:30 pm IST",,KOLKATA KNIGHT RIDERS WON BY 14 RUNS,Delhi Capitals,190/9,Kolkata Knight Riders,204/9
2025,,"MATCH 47
Sawai Mansingh Stadium, Jaipur
APR, MON 28 , 7:30 pm IST",,RAJASTHAN ROYALS WON BY 8 WICKETS,Rajasthan Royals,212/2,Gujarat Titans,209/4
2025,,"MATCH 46
Arun Jaitley Stadium, Delhi
APR, SUN 27 , 7:30 pm IST",,ROYAL CHALLENGERS BENGALURU WON BY 6 WICKETS,Delhi Capitals,162/8,Royal Challengers Bengaluru,165/4
2025,,"MATCH 45
Wankhede Stadium, Mumbai
APR, SUN 27 , 3:30 pm IST",,MUMBAI INDIANS WON BY 54 RUNS,Mumbai Indians,215/7,Lucknow Super Giants,161
2025,,"MATCH 44
Eden Gardens, Kolkata
APR, SAT 26 , 7:30 pm IST",,NO RESULT,Kolkata Knight Riders,Jul-00,Punjab Kings,201/4
2025,,"MATCH 43
MA Chidambaram Stadium, Chennai
APR, FRI 25 , 7:30 pm IST",,SUNRISERS HYDERABAD WON BY 5 WICKETS,Chennai Super Kings,154,Sunrisers Hyderabad,155/5
2025,,"MATCH 42
M Chinnaswamy Stadium, Bengaluru
APR, THU 24 , 7:30 pm IST",,ROYAL CHALLENGERS BENGALURU WON BY 11 RUNS,Royal Challengers Bengaluru,205/5,Rajasthan Royals,194/9
2025,,"MATCH 41
Rajiv Gandhi International Stadium, Hyderabad
APR, WED 23 , 7:30 pm IST",,MUMBAI INDIANS WON BY 7 WICKETS,Sunrisers Hyderabad,143/8,Mumbai Indians,146/3
2025,,"MATCH 40
Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow
APR, TUE 22 , 7:30 pm IST",,DELHI CAPITALS WON BY 8 WICKETS,Lucknow Super Giants,159/6,Delhi Capitals,161/2
2025,,"MATCH 39
Eden Gardens, Kolkata
APR, MON 21 , 7:30 pm IST",,GUJARAT TITANS WON BY 39 RUNS,Kolkata Knight Riders,159/8,Gujarat Titans,198/3
2025,,"MATCH 38
Wankhede Stadium, Mumbai
APR, SUN 20 , 7:30 pm IST",,MUMBAI INDIANS WON BY 9 WICKETS,Mumbai Indians,177/1,Chennai Super Kings,176/5
2025,,"MATCH 37
New PCA Stadium, Chandigarh
APR, SUN 20 , 3:30 pm IST",,ROYAL CHALLENGERS BENGALURU WON BY 7 WICKETS,Punjab Kings,157/6,Royal Challengers Bengaluru,159/3
2025,,"MATCH 36
Sawai Mansingh Stadium, Jaipur
APR, SAT 19 , 7:30 pm IST",,LUCKNOW SUPER GIANTS WON BY 2 RUNS,Rajasthan Royals,178/5,Lucknow Super Giants,180/5
2025,,"MATCH 35
Narendra Modi Stadium, Ahmedabad
APR, SAT 19 , 3:30 pm IST",,GUJARAT TITANS WON BY 7 WICKETS,Gujarat Titans,204/3,Delhi Capitals,203/8
2025,,"MATCH 34
M Chinnaswamy Stadium, Bengaluru
APR, FRI 18 , 7:30 pm IST",,PUNJAB KINGS WON BY 5 WICKETS,Royal Challengers Bengaluru,95/9,Punjab Kings,98/5
2025,,"MATCH 33
Wankhede Stadium, Mumbai
APR, THU 17 , 7:30 pm IST",,MUMBAI INDIANS WON BY 4 WICKETS,Mumbai Indians,166/6,Sunrisers Hyderabad,162/5
2025,,"MATCH 32
Arun Jaitley Stadium, Delhi
APR, WED 16 , 7:30 pm IST",,DELHI CAPITALS WON BY SUPER OVER,Delhi Capitals,188/5,Rajasthan Royals,188/4
2025,,"MATCH 31
New PCA Stadium, Chandigarh
APR, TUE 15 , 7:30 pm IST",,PUNJAB KINGS WON BY 16 RUNS,Punjab Kings,111,Kolkata Knight Riders,95
2025,,"MATCH 30
Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow
APR, MON 14 , 7:30 pm IST",,CHENNAI SUPER KINGS WON BY 5 WICKETS,Lucknow Super Giants,166/7,Chennai Super Kings,168/5
2025,,"MATCH 29
Arun Jaitley Stadium, Delhi
APR, SUN 13 , 7:30 pm IST",,MUMBAI INDIANS WON BY 12 RUNS,Delhi Capitals,193,Mumbai Indians,205/5
2025,,"MATCH 28
Sawai Mansingh Stadium, Jaipur
APR, SUN 13 , 3:30 pm IST",,ROYAL CHALLENGERS BENGALURU WON BY 9 WICKETS,Rajasthan Royals,173/4,Royal Challengers Bengaluru,175/1
2025,,"MATCH 27
Rajiv Gandhi International Stadium, Hyderabad
APR, SAT 12 , 7:30 pm IST",,SUNRISERS HYDERABAD WON BY 8 WICKETS,Sunrisers Hyderabad,247/2,Punjab Kings,245/6
2025,,"MATCH 26
Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow
APR, SAT 12 , 3:30 pm IST",,LUCKNOW SUPER GIANTS WON BY 6 WICKETS,Lucknow Super Giants,186/4,Gujarat Titans,180/6
